source,target
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # 
","i am not sure .  .   . \# i am not sure .  .   ?  .
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # 
","i do n't like it .  . .  .   . \# i do n't like it .  .
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # 
","i love to see you there .   . \# i love to see you there .  
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # 
","i amiable .  .   . \# i amiable .  .  
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # i work as a gourmet cook who also has a pitch perfect voice . # 
","i am not sure if I am alone in that .  . \# i am not sure if I am alone in that . 
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS 
","hi there , how much do you care for ?  . \# hi there , how much do you care for ? 
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # 
","i amiable and you ?   ? \# i amiable and you ?  
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # 
","i amiable .  .   . \# i amiable .  .  
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # 
","i live in a city , and i am living in a boat .   . \# i live in a city , and i am living in a boat ,
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # 
","i have a house full of ghosts . \# i have a house full of people . 
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # 
","i am not sure .   . \# i am not sure .  
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # 
","that is , the more interesting the observation becomes . \# that is , the more interesting the question .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # 
","i amiable , i am a sucker for free samples , so here it is . \# i amiable , i am a sucker for free samples .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # 
","i have a mom who is a complete fantasy fan and she does n't do much for the \# i have a mom who is a complete fantasy fan and she does n't do much . 
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # 
","i am not sure I have ever seen her .  . \# i am not sure I have ever seen her . 
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # 
","i am not sure yet .  \# i am not sure yet
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # 
","i am not married to her son and daughter , and husband to her . \# i am not married to her children .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # 
","i am not sure what the word means , but I am sure it will be used \# i am not sure what the word means ;
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # 
","i am not married to her \# i am not married .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # 
","i am not sure what the wait is really for . \# i am not sure what the wait is really .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # i am craving some iced tea right now haha . even though its a bit chilly out # 
","i am not sure what the weather is all about .  ? \# i am not sure what the weather is all about . 
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS 
","hi there , how much do you care about ?  ?   . . .   \# hi there , how much do you care about ?  .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # 
","i am not sure .  is funny , i. e . \# i am not sure .  is funny , i. e . .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # 
","i live up in their mountains , and its the only thing that keeps coming alive .  \# i live up in their mountains , and its the only thing that keeps coming alive .  .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # 
","i have a dog to help with , but i think he is more concerned with his paycheck than \# i have a dog to help with , but i think he is more concerned with his money .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # 
","i love to listen to music I am not sure I have heard more \# i love to listen to music I am not sure I have heard more .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # 
","i hope you enjoy your night out . \# i hope you enjoy the movie .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # 
","i am not heard , and i have not heard of , a lot of the time .  \# i am not heard , and i have not heard of , a lot of the time
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # 
","i am not sure if I would have laughed if it was me .   .  . \# i am not sure if I would have laughed if it was me .   . 
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # 
","i bet you are more of a sucker than me for pudding , and more of a sucker for \# i bet you are more of a sucker than me for gas
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # 
","i amiable and i am loved by all .  . \# i amiable and i am loved by all . 
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # 
","i do n't know .  .  . .  .  .   . \# i do n't know .  .  .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # no , i have no clue , pretty strict laws where i live # 
","i have a friend who is a complete nut job , and I do nada , a lot \# i have a friend who is a complete nut job .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS 
","hi , who has a passion for the characters in the movie ?  . \# hi , who has a passion for the characters in the first movie and ,
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # 
","i amiable , howling .  .   . \# i am not afraid of contradiction .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # 
","i love to think of ways i could have spaghetti .   . . .   . \# i love to think of ways i could have spaghetti .   . . .  
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # 
","no , it is not my favorite movie . \# no , it is not my favorite movie
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # 
","that is , the more important it is . \# that is , the more important it becomes a family affair .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # 
","i love to sing , but I can not cook , i. e . enjoy the scenery . \# i love to sing , but I can not cook , i. e . enjoy the scenery
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # 
","i have a couple of moms who are both chefs . .   .  .   \# i have a couple of moms who are both chefs .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # 
","i amiable , but i think she is a bit of a hack \# i amiable , but i think she is a bit of a hack .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # 
","i work , but it is interesting job .  . \# i work , but it is interesting job . 
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # 
","yes he does nasa would have to say something stupid .  .   . \# yes he does nasa would have to say something stupid .  .  
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # 
","i amiable , but I am not his type of chick . . .  .  . \# i amiable , but I am not his type of chick .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # 
","i am not sure .  is funny , but i like it less   is it of \# i am not sure .  is funny , but i like it less .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # i am sure he does like it . what else do you do ? # 
","i work , but it is interesting job .  . \# i work , but it is interesting job . 
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # i am sure he does like it . what else do you do ? # not much . just work , hang out with my boyfriend , singing lessons . . . # 
","i am not sure I like it . i am not sure what the point is . \# i am not sure I like it .
"
"i am in my last year of grad school . # i enjoy cooking italian food . # i am the worlds best aunt . # i love trips to the beach . # i am obsessed with my dog . CC  SS 
","i love to see my characters .   , Simone .   .  .   \# i love to see my characters .   .
"
"i love to hike . # i have visited 12 national parks in the us . # i live in vermont . # i am an environmental activist . CC  SS what are your favorite things # 
","i love to hike up to her mountainside .   . \# i love to hike up to the mountainside .
"
"i am in my last year of grad school . # i enjoy cooking italian food . # i am the worlds best aunt . # i love trips to the beach . # i am obsessed with my dog . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # 
","i like to think of it as hiking the dog .  .   . \# i like to think of it as hiking the dog . 
"
"i love to hike . # i have visited 12 national parks in the us . # i live in vermont . # i am an environmental activist . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # 
","i love to see italian inspirations in the film italian inspired by italian surroundings . \# i love to see italian inspirations in the film italian inspired by italian culture
"
"i am in my last year of grad school . # i enjoy cooking italian food . # i am the worlds best aunt . # i love trips to the beach . # i am obsessed with my dog . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # 
","i live upstate New york , you ?   ?  ?   ? \# i live upstate New york , you ?  
"
"i love to hike . # i have visited 12 national parks in the us . # i live in vermont . # i am an environmental activist . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # 
","i am not sure I can be more specific .  . .  . \# i amiable .
"
