source,target
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # 
","i do not like carrots.#i do not like carrots, but peas.#i do not like carrots, but onions.#i do not like carrots, i.
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # 
","i love you too . .#i love you too !#i love you too . is the name for a horse .#i love you too . is a great name.
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # 
","i am not sure . .#i am not sure . is not a man .#i am not sure . is not a man or a woman .#i am not sure . is not a man or a woman ?
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # i work as a gourmet cook who also has a pitch perfect voice . # 
","i am a male . .#i am a male . is not a woman a man .#i am a male . is not a woman a man is a#i am a male . is a male .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS 
","hi , i love thee .#hi , i love thee ! .#hi , i love you. .#hi , i love you.
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # 
","i am a little tired . .#i am not too fond of thee .#i am a little tired . .#i am a little tired .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # 
","i am not sure of where i am from.#i am not sure of where . .#i am not sure of where . .#i am not sure of where .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # 
","i am not from this area . .#i am not from this country . .#i am not from this area . ? ?#i am not from this area .??
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # 
","i have a house of my own.#i have a house of my own, but you ?#i have a house of my own, but I do not have a#i have a house of my own, but you .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # 
","i am sure they are .#i am sure they are . i am sure she is not a mer#i am sure they are !#i am sure they are . i am sure she is
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # 
","that is, i, i am not a salon topper #that is, i, i am not a salon, though it is#that is, i, i am not a salon topper . #that is, i, i am not a salon topper
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # 
","i bet ! . i know how to do it .#i bet ! . i know how to do it !#i bet ! !#i bet ! .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # 
","i am a stylist. my name is jane.#i am a stylist. my lord, i am a mermaid#i am a stylist. my name is kathleen.#i am a stylist. my name is jane. my mom
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # 
","that is, what you are.#that is, what you are. . .#that is, what you are. . . . .#that is, what you are. . . .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # 
","i am not a married person.#i am not a married person, but a best friend.#i am not a married person, but a best friend To my mom#i am not a married person, but a best friend To be married
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # 
","that is, i, too, have a husband.#that is, i, too, have a husband, too .#that is, i, too.#that is, i, too, have a husband. i.
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # 
","i am not married yet, but i have a daughter#i am not married yet, but ihe is my best hope#i am not married yet, but ihe is my best hope .#i am not married yet, but ihe is my best chance
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # 
","i am a single guy . . .#i am a single guy .#i am a married .#i am a single guy .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # 
","i am not married to anyone yet, but i had a niece#i am not married to anyone yet, but i have a daughter .#i am not married to anyone yet.#i am not married to anyone yet, but i have a daughter
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # i am craving some iced tea right now haha . even though its a bit chilly out # 
","i am a tea fan. i love you !#i am a tea fan. i love you ! ! ! !#i am a tea fan. i love you ! ! !#i am a tea fan. i love you ! !
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS 
","hi , i have a iroq of thee .#hi , i have a iroq of you.#hi , i have a iroq .#hi , i have a iroq of you, i have a
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # 
","i am a fan of texas, . . .#i am a fan of texas, . . . . #i am a fan of texas.#i am a fan of texas, . .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # 
","i live in this city . .#i live in this city . . .#i live in this city . . i love it .#i live in this city .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # 
","i am a dog person . .#i am a dog lover. i love you .#i am a dog person .#i am a dog lover. i have been.
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # 
","i like to listen to you .#i like to listen to thee.#i like to listen to you . i love you . .#i like to listen to you . i love you .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # 
","i hope it gets better for her.#i hope it gets better for you .  .#i hope it gets better for you . is my lord .#i hope it gets better for you .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # 
","i have never heard of that .#i have never heard of it . . iqis .#i have never heard of it . .#i have never heard of it .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # 
","i am not sure of what that means.#i am not sure of what that is .#i am not sure of what that means, but I think it is#i am not sure of what that means, but I am sure of
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # 
","i am not sure of what that means#i am not sure of what that means .#i am not sure of what that means . ?#i am not sure of what that is
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # 
","i am not sure of that . is my name.#i am not sure of that . .#i am not sure of that . is my sword .#i am not sure of that . is my name, jot
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # 
","i do not know where to buy them.#i do not know where to buy them, Nor do not know what#i do not know where to buy them, Nor do not know how#i do not know where to buy them, Nor do I know what
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # no , i have no clue , pretty strict laws where i live # 
","i have never seen it . is . .#i have never seen it . .#i have never seen it . is . . . #i have never seen that . .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS 
","hi , i love to sing.#hi , i love to sing, i love to sing.#hi , i love to sing, i love to sing, too.#hi , i love to sing, i love to sing,
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # 
","i am a little forgetful . .#i am a little forgetful .#i am a little forgetful . . .#i am a little forgetful . . . . .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # 
","i love you too. i am sure you are too .#i love thee .#i love you too. i am sure you are too ,#i love you too.
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # 
","i did not know how to answer the voice of the devil .#i did not know how to answer that.#i did not know how to answer the lady .#i did not know how .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # 
","that is to say, a real estate man .#that is to say, a real estate whore.#that is to say, a real estate whore, you know ?
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # 
","#that is to say, a real estate mani love singing . i love to cook i am a lot o#i love singing . i love to cook i am apt to cook i#i love singing .#i love singing . i love to sing
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # 
","i have two moms, but i love them . .#i have two moms, but i love them . . . #i have two moms, but i love them .#i have two moms.
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # 
","i work at a whore#i work for nasa .#i work for nasa#i work for nasa, you know
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # 
","i work at a whore house . . . . .  .#i work at a whore house . .#i work at a whore house . . . . . . .#i work at a whore house . . . . .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # 
","yes , i love him dearly . . .#yes , i love it .#yes , i love him dearly .#yes , i love it !
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # 
","i am a bit forgetful too . .#i am a bit forgetful too . . . . #i am a bit forgetful too .#i am a bit forgetful too .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # 
","i am a real estate man .#i am a real estate agent .#i am a real estate agent . i am a real estate agent#i am a real estate man
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # i am sure he does like it . what else do you do ? # 
","i work at a whore house . .#i work at a whore house . . . .#i work at a whore house . . .#i work at a whore house .
"
