source,target
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # 
","i. He is a good soldier, and a soldier for all#i. He is a good soldier, and a good friend.#i. He is a good soldier, and a good friend to#i. He is a good soldier, a good soldier.
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # 
","i. He is a good soldier, and a good friend.#i. He is a good soldier, and a soldier for all#i. He is a good soldier, and a good friend to#i. He is a good soldier, and a good soldier.
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # 
","yes, but I will not let you go, for I am a # yes, but I will not let you go. You must not # yes, but I will not let you go, for you are too # yes, but I will not let you go. You are welcome
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # 
","that is not to be found in this book. If it be # that is not to be found in this book. But I will # that is not to be found in this book. If you will # that is not to be found in this book. If you have
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # 
","no, but I will not be hanged for it. What,#no, but I will not be hanged for it. You are # no, but I will not be hanged for it. What is # no, but I will not be hanged for it. You shall
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # i work as a gourmet cook who also has a pitch perfect voice . # 
","i. He is a good soldier, and a good friend.#i. He is a good soldier, and a soldier for all # i. He is a good soldier, and a good friend to # i. He is a good soldier, and a good soldier.
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS 
","hi. What is the matter with you, sirrah ? # hi. What is the matter with you, sirrah, and # hi. What is the matter with you, sirrah, about # hi. What is the matter with you, sir, and why
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # 
","good, and I will not let you go. You are welcome # good, and I will not let you go. What is the # good, and I will not let you go. You must not # good, and I will not let you go. You are a
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # 
","i. He is a good soldier, and a soldier is a # i. He is a good soldier, and a good friend to # i. He is a good soldier, and a soldier for all # i. He is a good soldier, and a good friend.
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # 
","i. He is a good soldier. He is a good # i. He is a good soldier, and a good friend.#i. He is a good soldier. He is not a # i. He is a good soldier. He is a soldier
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # 
","i. He is a good soldier, and a good friend. # i. He is a good soldier, and a soldier is a # i. He is a good soldier, and a good friend to # i. He is a good soldier, and a good soldier.
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # 
","that is not to be found in this book. If it be # that is not to be found in this book. If you will # that is not to be found in this book. But I will # that is not to be found in this book. If you have
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # 
","i. He is a good soldier, and a good friend.# i. He is a good soldier, and a good friend to# i. He is a good soldier, and a soldier for all # i. He is a good soldier, and a soldier for his
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # 
","that is not to be found in this book. If it be # that is not to be found in this book. If you will # that is not to be found in this book. But I will#that is not to be found in this book. If you have
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # 
","
"
