source,target
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # 
","i am not sure . # i am not sure .  is brown . # i am not sure . is .#i am not sure .why,
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # 
","i am not sure . .#i am not sure . is not as good as as I am#i am not sure .  is not as good as as it is#i am not sure . is not as good as as I would
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # 
","i do not like carrots.#i do not like carrots, i.#i do not like carrots. i do not have them .#i do not like carrots. i do not like carrots .
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # 
","i love you too . . # i love you too !#i love you too . is the name of a horse That is#i love you too .  is a great man .
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # 
","i am not sure . . # i am not sure . is not a man .  is . # i am not sure . is not a man . . A#i am not sure . is not a man . is a
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # i work as a gourmet cook who also has a pitch perfect voice . # 
","i am not sure if he is a man or a woman . # i am not sure if he is a man or a girl .#i am not sure if he is a man or a girl ? #i am not sure .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS 
","hi there . i am doing good . # hi there . i am doing good today. # hi there . i am doing good today i am doing well . #hi there . i am doing good today i am doing well . i
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # 
","i am not too bad, but I am not good. # i am not bad. # i am not bad, # i am not too bad. just got back from the field .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # 
","i am not sure of where .# i am not sure of the place. # i am not sure of the state is. # i am not sure of where .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # 
","i am not from sociable . .#i am not from sociable . is not from there .#i am not from sociable . . you ? .#i am not from sociable . . you ?
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # 
","i am not sure . is my mom . is my father # i am not sure . . # i am not sure . is my mom . is not . # i am not sure . is my mom . is my sister
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # 
","i am sure they are .#i am sure they are !#i am sure they are . i . .#i am sure they are ! !
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # 
","that is the best hair of all the mermaids . .# that is the best color . . . # that is the best color !#that is the best color .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # 
","i am not sure . i have heard of mermaids . # i am not sure . i have heard of mermaids # i am not sure . i have heard it said . # i am not sure . i have heard of mermaids . i
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # 
","i am not sure what to do with your hair ? ? # i am not sure what to do with your hair ? # i am not sure what to do for thee .#i am not sure what to do for you.
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # 
","i am not sure what she meant by that. # i am not sure .. # i am not sure what she meant by that, but I am sure # i am not sure what she meant by that, but I am glad
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # 
","i am not a married person, but a best friend.#i am not a married person.#i am not a married person, but a best friend, so let#i am not a married person, but a friend
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # 
","i am not married yet. i got her as a wedding present .#i am not married yet. i got her for my brother .#i am not married yet.#i am not married yet. i got her as a wedding present
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # 
","i am not married yet . i am still in love with her.#i am not married yet .#i am not married yet . i am still in love with her i#i am not married yet . i am still in love with my mom
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # 
","i am not married , I am just a man#i am not married .#i am not married , I am just a man .#i am not married , I am single and have no kids
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # 
","i am not married , I am still a girl . .# i am not married , I am still a girl . # i am not married yet . # i am not married , I am still a girl
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # i am craving some iced tea right now haha . even though its a bit chilly out # 
","i am not sure what to do with my time. # i am not sure what to do with my time, i. # i am not sure what to do with my time, but i had # i am not sure what to do with my time, i. am
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS 
","hi there . i am doing good . # hi there . i am doing good today. # hi there . i am doing good today i am doing well . i # hi there . i am doing good today i am doing well .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # 
","i am not too bad. just eating some good pinches .#i am not too bad, but i had a big one .#i am not too bad. i am giddy .#i am not too bad. just eating some good food .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # 
","i am not sure what to think about this weather. . .# i am not sure what to think of this .# i am not sure what to think about this weather. # i am not sure what to think about this .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # 
","i am not sure what to do for thee .# i am not sure what to do . . # i am not sure what to do for you.#i am not sure what to do .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # 
","i like to listen to you .# i like to listen to you , you ? # i like to listen to you . i . # i like to listen to you . i
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # 
","i hope she does , i. know you are . .# i hope she does , i. know you are . # i hope she does not. # i hope she does , i.
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # 
","i have never heard of that .#i have never heard of it .#i have never heard of that , but i have heard of it once#i have never heard of that , but i have heard of it in
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # 
","i am not sure what to think about this .#i am not sure what to think about that.#i am not sure what to think about that, but i am sure#i am not sure what to think about that, but i am certain
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # 
","i am not sure what to say to that#i am not sure what to say to you#i am not sure what to say to that . ?#i am not sure what to say to that .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # 
","i am not sure if that is a good thing or bad.#i am not sure if that is a good thing or a bad thing#i am not sure if that is a good thing or bad,#i am not sure if that is a good thing or bad, but
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # 
","i do not know where to buy this stuff .#i do not know where to buy this stuff . .#i do not know where to buy this stuff . . . #i do not know where to buy this stuff
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # no , i have no clue , pretty strict laws where i live # 
","i am not sure what to do .#i am not sure what to do , but i will try .#i am not sure what to do , but i will try it.#i am not sure what to do , but i will try it once
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS 
","hi there . i am doing good .#hi there . i am doing good today.#hi there . i am doing good today i am doing well . i#hi there . i am doing good today i am doing well .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # 
","i am not too fond of spaghetti . .#i am not too fond of spaghetti .#i am not too fond of spaghetti and mustard .#i am not bad .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # 
","i love you too. i am sure you are as well.#i love you too. i am sure you are not a fan Of#i love you too. i am sure you are not a fan of#i love you too. i am sure you are not a vegetarian .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # 
","i made it myself. i .#i made it .#i made it myself.#i made it myself. i it .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # 
","that is the best ! is my favorite flower. # that is the best .# that is the best ! is my favorite . # that is the best ! is my favorite flower, and she is
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # 
","i am not sure . is great . is great great .# i am not sure .  is great . is great great # i am not sure .  is great . is good # i am not sure ..
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # 
","i am not sure . . . # i am not sure . . . . #i am not sure . . . . #i am not sure . . . . . ?
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # 
","i work for you#i am not sure of what i said#i am not sure of what i said .#i am not sure of what that is
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # 
","i am not sure what to think about this .#i am not sure what to think about that.#i am not sure what to think about this . i work i am#i am not sure what to think about this
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # 
","yes he does . . . .  . .  .#yes he does . .#yes he does . . . .  . .  . .#yes he does .                .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # 
","i am not sure what to say to that . . ?#i am not sure what to say to that . ?#i am not sure what to say to you .#i am not sure what to say to you . . .
"
"my favorite food is spaghetti and meatballs . # i was raised by two mothers . # i am not afraid of what others think . # my boyfriend works for nasa . # i can be quite forgetful . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # 
","i am not sure . i am sure it is not as interesting as#i am not sure . i am sure it is not boring .
"
"i work at a real estate office . # my favorite flower is a daisy . # i am dating my boss . # i love to sing . CC  SS hi , how are you today ? # hi , i am doing good . just enjoying my favorite food , spaghetti and meatballs # yum , that sounds delicious ! did you cook it yourself ? # yes i did . one of my mothers taught me how ! she is a great cook # that is great . i can sing , but cooking . . . not my specialty . # thanks for not reacting negatively about me having 2 moms # no reason to . what do you do for work ? # . . not that i care what others think . i do not work but my boyfriend works at nasa ! # wow , that sounds like an awesome job ! does he like it ? # i do not remember haha . i am a bit forgetful like that # no problem . well , it definitely sounds more interesting than my real estate office job . # i am sure he does like it . what else do you do ? # 
","#i am not sure . i am sure it is not boring#i am not sure . i am sure it is not boring . i
"
