source,target
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # 
","what kind of horses do you eat ?#what kind of horses do you have ?#what kind of horses do you have horses ?
"
"as a child , i won a national spelling bee . # i have been published in the new yorker magazine . # i am a gourmet cook . # i have perfect pitch . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # 
","yes ! i am not .#yes ! i am a male .#yes ! i am a man and you ?
"
"i am very athletic . # i wear contacts . # i have brown hair . # i love bicycling . # i hate carrots . CC  SS hi ! i work as a gourmet cook . # i do not like carrots . i throw them away . # really . but , i can sing pitch perfect . # i also cook , and i ride my bike to work . # great ! i had won an award for spelling bee . # my contacts can see through what you are trying to sell me . # okay but i was published in new yorker once # you better not make any spelling mistakes . # i have not . i can cook any word you want me to # what is your ethnicity ? i am white , and my hair is brown . # i am asian and have no hair . # i love hairless asians . do you like carrots ? # i love carrots . i eat carrots like a horse . # are you male or female ? # i work as a gourmet cook who also has a pitch perfect voice . # 
","that is cool you are a female or male ?#that is cool you are a woman ?#that sounds awesome .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS 
","hi there . i love iced tea .#hi there . i love iced .#hi there . i love icedTea drink .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # 
","hi ! i am doing good thanks for asking . you ?#hi ! i am doing good thanks for asking#hi ! i am doing good thanks for asking .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # 
","i am in california , and you ?#i am in california .#i am in california , but not far .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # 
","i am from california ?#i am from california .#i am from texas .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # 
","wow that is cool .#wow that is cool . i love the houseboat .#wow that is cool . i love the cold ?
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # 
","that is cool . i have a beach bar .#that is cool . i have a beachfront .#that is cool . i have a wedding .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # 
","nice , what salon are you in california ?#nice , what salon are you at ?#nice , what salon are you from ?
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # 
","i am a hair stylist and have a salon .#i am a hair stylist and have a salon#i am a hair stylist and have a salon . i also have
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # 
","wow , that is awesome , that sounds like an interesting job .#wow , that is awesome , that sounds like an interesting job !#wow , that is awesome , that sounds like an interesting job . !
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # 
","my mom is awesome ! she was a beauty school teacher ! ! !#my mom is awesome !#my mom is awesome .
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # 
","i am .#i am not married yet .#i am not married , though .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # 
","oh , that is pretty sweet of her .#oh , that is pretty sweet !#oh , that is pretty sweet of her
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # 
","i am sorry she is in the medical field#i am sorry she is in the medical profession#i am sorry she passed ?
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # 
","i am single , myself too .#i am single , myself too lol#i am single !
"
"my mom is my best friend . # i have four sisters . # i believe that mermaids are real . # i love iced tea . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # 
","that was awesome ! you should have !#that was awesome ! that was beautiful !#that was awesome .
"
"i got married last year . # i live on a boat . # my hair is colored purple . # i have my own salon . # i am a hair stylist . CC  SS hello , how are you doing ? # hi there , i am doing great thanks . where are you from ? # i am from socal , yourself ? # seattle . i have a houseboat here . i like socal weather though # that is awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea # lol definitely ! i just dyed my hair mermaid purple from free samples at my salon # that is epic ! me and my four sisters would totally do the same thing ! ! # oh yeah , i am a stylist here and i have lots of clients doing fantasy colors # oh nice ! my mom went to beauty school too # oh awesome ! well you guys are all set ! are you married ? # she still braids my hair and we chit chat because she is literally my best friend # awww , that is precious . i feel the same way about my mom # that is such a great thing ! ! not married , single and trying to mingle haha . you ? # lol well i finally tied the knot last year . . thank god ! long wait # i am craving some iced tea right now haha . even though its a bit chilly out # 
","i am getting ready to go out for a glass of wine , haha#i am getting ready to go out for a glass of milk#i am getting ready to go out for a night
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS 
","hi there . how are you tonight ?#hi there . how are you doing ?#hi there . how are you ?
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # 
","its been a great day .#its been a great day . i had a great weekend .#its been a great day . we have a little rain .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # 
","what do you do for work ?#what do you do for fun ?#what do you do for work ? i am a secretary
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # 
","i am sorry to hear that .#i am sorry to hear that . i wish they were safe .#i am sorry to hear that . i wish they were out here .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # 
","it sounds really nice . i am thinking of buying it .#it sounds really nice !#it sounds really nice .
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # 
","i love her , she is a sweetie .#i love her , she is a great person .#i love her , she is a good soul .
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # 
","that is a really .#that is a great name .#that is a great name , what is it ?
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # 
","it sounds like you will be okay !#it sounds like you will be okay ! ! .#it sounds like you will be okay ! !
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # 
","do you eat a hobby ?#do you have a big or small#do you eat a hobby ? ?
"
"pudding makes me gassy . # ke ha is my favorite singer of all time . # i have a friend named james who secretly rules the world . # i have never done drugs because i do not know where to buy them . # i love living in texas . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # 
","oh yes he can .#oh yes he can . i have never had a pudding .#oh yes he can !
"
"my parents died in a plane crash . # i live alone with my dog . # my hobby creating houses out of matches . # i have an iq of 250 . CC  SS how is you night going so far ? # hi , i live in houston tx ; its flooded right now , but makes me think of the ocean . # hope things dry up for quickly , i am just sitting with my dog # music ? my fav singer of forever is ke ha , like wow . # do not follow music much , but hope things are getting better for her # my friend james rules the world in secret and feeds me pudding . # anyone who feeds people pudding should rule the world # gas , gas and more gas not gasoline happens when i eat pudding . # well if the pudding tastes good and james can handle you . . . . # i want to try drugs , but i do not know where to buy them , do you ? # 
","i do , but i would love to try it .#i do , but i would love to try it with you#i do , but i would love to try it with you !
"
